listing_id,address,city,province,postal_code,neighborhood,subarea,sub_area_community,property_age,property_type,style,sqft,days_on_site,bed,bath,price,strata_fee,primary_agent,primary_broker,title,description,,scrape_date
R2512523,2292 E 33rd Avenue,Vancouver,BC,V5N3G1,Victoria East,victoria-east-vancouver-bc,Victoria East,Built in 2021 (-1 yrs old),Townhouse,1 Storey,704,2,1,1,599900,106,Parmeet Didden,Selmak Realty Limited,Freehold Strata,"Unique 1BR + Den townhome with terrific one level floor plan in the heart of Vancouver’s desired Norquay Park neighbourhood with MOUNTAIN VIEW! Stunning-built modern design, 9 Modern TOWNHOMES w/ stylish interiors. House like feel with front and rear entrance, featuring a spacious 136 sq ft patios.Open living room/dining room with double glass doors.Den can be opened wide to entertain guests. Just Steps to Kingsway, shops, restaurants, schools, park, sky train station and bus stop. Functional layout with quality finishes, large windows, quartz countertops , bike lockers ,stainless steel appliances and much more! Low strata Fee, 2-5-10 Home Warranty will also give you a peace of mind! Visit developer website – vancouverurbansquare.com. Under Construction. Call today to book an appointment!",,11/12/2020
R2508663,116 James Road,Port Moody,BC,V3H2S4,Port Moody Centre,port-moody-centre-port-moody-bc,Port Moody Centre,Built in 2003 (17 yrs old),Townhouse,"1 Storey,Upper Unit",1495,14,4,2,839000,106,Risa Bassetto,RE/MAX Sabre Realty Group,Freehold Strata,"Location, location, 4 bedroom 2 bath, top floor townhouse in a 4plex type building. Open floorplan with new hot water tank and new high end induction stove. Each unit has concrete walls and floors between units, so this is a very quiet home. Self managed strata with low fees. Pet friendly! Oversized double garage, great outdoor space and 10 minute walk to Westcoast Express and 2 Skytrain Stations. 1 block from Moody Middle school. Enjoy this great neighbourhood which is close to the Port Moody Brewery District, and Rocky Point.",,11/12/2020
R2485171,2008-1111 Alberni Street,Vancouver,BC,V6E4V2,West End,west-end-vancouver-bc,West End,Built in 2008 (12 yrs old),Apt/Condo,Upper Unit,1143,80,2,2,1698000,1062,Dave Jenkins,Behroyan & Associates Real Estate Services,Freehold Strata,"High end living begins at the Shangri-La. Attached to the 5-star hotel, these residences feature world renowned design, amenities & finishings. This 2 bed, 2 bath corner unit has been maintained in brand new condition & features an open-living concept with new flooring and updates. Top of the line gourmet chef kitchen w/ Miele & Subzero appliances, shade blinds, granite countertops, 9ft ceilings, custom hardwood flooring, Geo-thermal heating & AC, and more! Take a step outside in Vancouver's luxury neighbourhood & visit high-end shops & grocery stores or just enjoy the heart of the Downtown city centre. Shangri-La hotel amenities include 24hr concierge, Chi Spa, 5 star restaurants, gym, pool, Jacuzzi, sauna. Open House Sunday 2:00pm - 4:00pm.",,11/12/2020
R2499870,1708-1111 Alberni Street,Vancouver,BC,V6E4V2,West End,west-end-vancouver-bc,West End,Built in 2008 (12 yrs old),Apt/Condo,Other,1143,41,2,2,1525000,1062,Amin Lahijani PREC*,Behroyan & Associates Real Estate Services,Freehold Strata,"We invite you to this exceptional 2 bedroom, 2 bathroom unit in the prestigious Shangri-La. This updated unit is located on the 17th floor- updates include; engineered floors, stone fireplace, gourmet kitchen with granite countertops, S/S appliances and built in pantry shelving. Both of the bedrooms feature floor to ceiling windows as well as built-in closet shelves. Open concept living room, dining area, and kitchen along with a spacious balcony allow this space to be great for entertaining indoors and outdoors. Close to popular shopping and dining areas in the heart of downtown. Open House Sunday 2:00pm - 4:00pm.",,11/12/2020
R2500804,1703-8533 River District Crossing,Vancouver,BC,N/A,South Marine,south-marine-vancouver-bc,South Marine,Built in 2020 (0 yrs old),Apt/Condo,2 Storey,1862,35,4,3,1965900,1063,Sophia Chen,Wesgroup Realty Ltd.,Freehold Strata,"One of the last available Signature Collection homes to Quartet. Suite 1703 is a 2-level home that features 4 bedrooms, 3 baths, and a flex space for a total of 1,862 sqft. Natural sunlight floods this South East corner home throughout the day. The chef's kitchen includes premium stainless-steel appliances, quartz countertops with a waterfall edge and a quartz slab backsplash. This home includes an impressive 1137 sqft wrap-around balcony on the main level and a grand 745 sqft terrace on the upper level. Club Central is your private fitness and aquatic centre with over 14,000 sqft of dedicated recreation and relaxation space for the exclusive use of Town Centre residents. You will have full access to the fitness area, aquatic area, sports area, party area and play area. Move in today.",,11/12/2020
R2475043,3601-583 Beach Crescent,Vancouver,BC,V6Z3E6,Yaletown,yaletown-vancouver-bc,Yaletown,Built in 2005 (15 yrs old),Apt/Condo,Penthouse,2027,108,2,3,4588000,1066,Haneef Virani PREC*,Virani Real Estate Advisors,Freehold Strata,"Spectacular one of a kind Penthouse at Parkwest 2 with panoramic views to the south over False Creek and west towards Burrard Inlet. This over 2,000 sf suite was custom designed for the current owner and offers high level finishes throughout. Massive amounts of entertainment space with large formal living areas, over height ceilings and access to over 600 square feet of outside patio. The oversized master suite boasts a very large walk in closet and luxurious ensuite with double sinks, soaker tub and walk in shower. There is a lovely office or den area off the main living space aswell. The suite also offer AC, custom lighting, 3 secure parking spots and access to fabulous facilities including indoor pool, gym and concierge!",,11/12/2020
R2499772,1035 Marinaside Crescent,Vancouver,BC,V6Z3A5,Yaletown,yaletown-vancouver-bc,Yaletown,Built in 2002 (18 yrs old),Townhouse,2 Storey,1633,42,2,3,2250000,1069,Ghazaleh Tehrani,Oakwyn Realty Ltd.,Freehold Strata,"Waterfront Townhouse at Quay West- Welcome home to this sun drenched residnece on prestigious Marinaside Crescent in Yaletown. As you step off the seawall and into this beautiful home, you're quickly welcomed by open concept living that flows onto an oversized patio, perfect for entertaining, with iconic views of the Seawall, Marina and False Creek. This 2 bedroom &n den, offers updates to the kitchen flooring, appliances, Hunter Douglas blinds, along with air-conditioning on both floors. Quay West offers resort style amenities including concierge, full recreation- indoor pool, gym and theatre. accompanied by 2 secured parking spots & visitor parking. All this located steps away from vibrant restaurants, cafes, shops and so much more. Open House Saturday Oct 25th 1-3pm",,11/12/2020
R2481076,5009 Chambers Street,Vancouver,BC,V5R3L8,Collingwood,collingwood-vancouver-bc,Collingwood,Built in 2020 (0 yrs old),Townhouse,2 Storey,989,92,3,2,895000,107,Mandy Siu PREC*,Cathay Pacific Realty Ltd.,Freehold Strata,"Welcome to CHAMBERS, 10 townhomes with individual addresses in Vancouver's desired Norquay Park neighbourhood. Every home comes with complete premium features, including stunning quartz countertops, contemporary kitchen package, stainless steel appliances. Under construction. Peace of mind with 2-5-10 year New Home Warranty. Layer of concrete on each level, rough in alarm system, wide laminate flooring... Ask about our 2 bedroom and 3 bedroom townhomes. Some homes features a legal studio suite/ spacious roof top patio. Very LOW Strata Fees estimated. Appliances included! Walking distance to school, parks, shops, restaurants, skytrain station, transit. Quick drive to T&T Supermarket. **OPEN HOUSE: Every Sat & Sun, October 2020: Time 2:30-4:30pm *Please wear mask* Thank you",,11/12/2020
R2508238,404-1616 Columbia Street,Vancouver,BC,V5Y0B7,False Creek,false-creek-vancouver-bc,False Creek,Built in 2010 (10 yrs old),Apt/Condo,Corner Unit,1429,16,3,2,2449000,1070,Maria Kritikos,Faith Wilson Group,Freehold Strata,"Welcome to Bridge at The Village on False Creek-a landmark of exquisite beauty and unparalleled world class architecture. This contemporary, streamlined corner home features 3 bedrooms plus a large open den/office. Upgrades include Hunter Douglas dark out blinds in all bedrooms, built in sound system & modern Eggersmann cabinetry. Top of the line Miele and Subzero appliances, gas range make this kitchen a chef’s haven. Beautiful view of False Creek, the city and park plus a huge covered patio. 2 parking and large storage room. Building concierge, fitness, lounge, including access to Gold medal club(indoor, pool, sauna, steam room and gym). Just steps to seawall, transit and all amenities. This condo has it all! Call for a private viewing. Open House Sat & Sun October 24th & 25th 3-4PM.",,11/12/2020
R2440520,206-225 24th Street,West Vancouver,BC,V7V4G9,Dundarave,dundarave-west-vancouver-bc,Dundarave,Built in 1984 (36 yrs old),Apt/Condo,Corner Unit,2141,241,2,2,2799000,1070,John Jennings,Royal LePage Suss John Jennings,Freehold Strata,"Perfect 2,141 square foot view condominium in one of West Vancouver’s most popular neighborhoods. This fabulous location is less than half a block away from the West Van Sea Wall, Dundarave shopping, professional & transit amenities, restaurants, and cafés. Beautiful decks, huge principal rooms and a gorgeous master suite layout make this home hard to beat! The outlook has water and city views from Stanley Park, Vancouver’s Westside and Burrard Inlet. Great south facing 2 bedroom and den, 2 bath floor plan!",,11/12/2020
R2490275,302-1818 W 6th Avenue,Vancouver,BC,V6J1R6,Kitsilano,kitsilano-vancouver-bc,Kitsilano,Built in 1998 (22 yrs old),Apt/Condo,"1 Storey,Corner Unit",1935,66,3,2,1450000,1071,Leslie Cannon PREC*,RE/MAX Crest Realty,Freehold Strata,"Downsizing or looking for a large, home-like condo in the heart of Kitsilano? This is it! A rare opportunity to own a 1935sf, three bedroom condo which was originally two suites combined into one at time of development. Enjoy a bright living room, dining room with large picture-windows overlooking the mountain view or tuck away in the privacy of one of the three spacious and separate bedrooms. Meticulously-maintained by original owners, this home offers many options. Move-in ready for house-size furniture or add design ideas to customize this spacious home. Overlooking the Arbutus Greenway, accessibility and enjoyment of all that Vancouver and Kitsilano neighbourhood offers is right at the doorstep - West 4th Ave shopping/restaurants; Kits Beach; Granville Island. Ownership of this home comes with a fabulous lifestyle! The Carnegie is a pet and rental-friendly, concrete building with a pro-active strata. Two underground parking spaces and two large side by side storage lockers also included.",,11/12/2020
R2477787,1503 Atlas Lane,Vancouver,BC,V6P0C9,South Granville,south-granville-vancouver-bc,South Granville,Built in 2015 (5 yrs old),Townhouse,2 Storey,1587,100,3,3,1718000,1078,Vivien Ma PREC*,Rennie & Associates Realty Ltd.,Freehold Strata,"Renowned Shannon Wall Centre Kerrisdale - Heritage Building surrounded by beautiful landscape in a gated complex. This 3-bedroom townhouse is upgraded with designer feature wall, tempered glass and wood strip panels on the main floor. Hunter Douglas Pirouette window coverings, sun shield curtains, LED light ceiling panels, floor recessed and under counter lighting, custom closets. Upstairs features a spacious master bedroom the second bedroom with a den, and the third bedroom for your guest. The two extra-large patios of 350' & 200' are additional areas to host a summer BBQ party. Enjoy the private gym & yoga room, or the heated swimming pool after a long day!",,11/12/2020
R2505877,4608-1480 Howe Street,Vancouver,BC,V6Z0G5,Yaletown,yaletown-vancouver-bc,Yaletown,Built in 2019 (1 yrs old),Apt/Condo,"1 Storey,Corner Unit",1191,23,2,2,2388000,1080,Karim Virani,Virani Real Estate Advisors,Freehold Strata,"Designed by the WORLD FAMOUS Bjarke Ingles Group and developed by Westbank. Vancouver House has redefined the Vancouver Skyline and raised standards as the world’s first LEED Platinum High Rise. Enjoy Over 1,360 Sq. Ft. of indoor and outdoor living with 1,191 Sq. Ft. of open concept living and dining rooms. 2 SE facing balconies provide 176 Sq. Ft. of outdoor living and display superior views of False Creek, the city and Mount Baker. Interior design by BIG featuring Italian cabinetry, Miele appliances, white quartz countertops, over height ceilings, and engineered hardwood. Both master bedroom and second bedroom come with balcony access and walk-in closets. 2nd bedroom features upgraded electrical blinds for your convenience. Experience world-class amenities including The Art Gallery Lobby, library and residents lounge with custom BIG-designed furniture, 25m heated outdoor pool, 10,000 Sq. Ft. state-of-the-art fitness facility, and 24-hour 5-star concierge services. Bonus: One parking one storage!",,11/12/2020
